truckid,latitude,longitude,city
A70,38.716687,-121.364422,Antelope
A68,34.500831,-117.185876,Apple Valley
A17,32.811161,-115.380264,Holtville
A38,38.440467,-122.714431,Santa Rosa
A54,35.373292,-119.018712,Bakersfield
A13,32.61768,-116.187424,Jacumba
A74,36.852455,-121.401602,Hollister
A53,38.161861,-121.611621,Isleton
A24,37.005782,-121.568275,Gilroy
A58,34.953034,-120.435719,Santa Maria
A72,37.77493,-122.419416,San Francisco
A77,36.746842,-119.772587,Fresno
A97,38.130197,-121.272447,Lodi
A26,34.500831,-117.185876,Apple Valley
A75,33.683947,-117.794694,Irvine
A88,34.500831,-117.185876,Apple Valley
A33,40.761243,-123.994778,Kneeland
A56,38.161861,-121.611621,Isleton
A3,38.440467,-122.714431,Santa Rosa
A63,37.957702,-121.29078,Stockton
A19,38.440467,-122.714431,Santa Rosa
A61,36.471865,-6.196595,San Fernando
A97,39.017396,-122.057748,Arbuckle
A53,38.161861,-121.611621,Isleton
A69,34.500831,-117.185876,Apple Valley
A79,34.435829,-119.827639,Goleta
A93,39.017396,-122.057748,Arbuckle
A66,38.716687,-121.364422,Antelope
A11,40.563763,-122.238892,Palo Cedro
A88,38.440467,-122.714431,Santa Rosa
A15,35.373292,-119.018712,Bakersfield
A52,34.435829,-119.827639,Goleta
A25,39.017396,-122.057748,Arbuckle
A44,33.683947,-117.794694,Irvine
A79,34.435829,-119.827639,Goleta
A92,39.409608,-123.355566,Willits
A55,41.526509,-124.038407,Klamath
A95,38.440467,-122.714431,Santa Rosa
A46,36.977173,-121.899402,Aptos
A9,34.579434,-118.116461,Palmdale
A63,38.130197,-121.272447,Lodi
A26,38.019366,-122.134132,Martinez
A48,33.683947,-117.794694,Irvine
A81,38.440467,-122.714431,Santa Rosa
A83,34.354166,-119.059271,Santa Paula
A44,39.409608,-123.355566,Willits
A51,38.297538,-122.286865,Napa
A90,38.440467,-122.714431,Santa Rosa
A92,32.715329,-117.157255,San Diego
A56,34.435829,-119.827639,Goleta
A56,37.441883,-122.143019,Palo Alto
A13,34.579434,-118.116461,Palmdale
A9,39.409608,-123.355566,Willits
A83,34.106676,-117.806726,San Dimas
A4,37.962146,-122.345526,San Pablo
A27,35.373292,-119.018712,Bakersfield
A69,36.977173,-121.899402,Aptos
A91,33.846404,-118.046731,La Palma
A87,37.941325,-122.484704,San Quentin
A46,39.409608,-123.355566,Willits
A87,34.020011,-117.949508,La Puente
A100,35.373292,-119.018712,Bakersfield
A58,34.136119,-117.865339,Glendora
A12,38.716687,-121.364422,Antelope
A42,38.440467,-122.714431,Santa Rosa
A69,34.500831,-117.185876,Apple Valley
A77,37.77493,-122.419416,San Francisco
A9,33.846404,-118.046731,La Palma
A14,37.441883,-122.143019,Palo Alto
A93,36.852455,-121.401602,Hollister
A57,40.563763,-122.238892,Palo Cedro
A10,34.354166,-119.059271,Santa Paula
A37,37.441883,-122.143019,Palo Alto
A37,38.440467,-122.714431,Santa Rosa
A92,36.746842,-119.772587,Fresno
A82,38.716687,-121.364422,Antelope
A58,37.639097,-120.996878,Modesto
A94,32.61768,-116.187424,Jacumba
A78,37.639097,-120.996878,Modesto
A8,38.440467,-122.714431,Santa Rosa
A25,33.683947,-117.794694,Irvine
A88,40.563763,-122.238892,Palo Cedro
A94,37.957702,-121.29078,Stockton
A29,34.106676,-117.806726,San Dimas
A52,38.805462,-123.017223,Cloverdale
A57,38.019366,-122.134132,Martinez
A1,38.693723,-119.779683,Markleeville
A51,33.846404,-118.046731,La Palma
A90,38.130197,-121.272447,Lodi
A21,32.811161,-115.380264,Holtville
A12,38.440467,-122.714431,Santa Rosa
A87,37.957702,-121.29078,Stockton
A55,34.019454,-118.491191,Santa Monica
A20,38.440467,-122.714431,Santa Rosa
A19,38.40765,-122.947713,Occidental
A38,38.440467,-122.714431,Santa Rosa
A80,34.500831,-117.185876,Apple Valley
A97,36.852455,-121.401602,Hollister
A35,39.409608,-123.355566,Willits
A6,37.957702,-121.29078,Stockton
A1,37.639097,-120.996878,Modesto
A72,38.161861,-121.611621,Isleton
A86,37.957702,-121.29078,Stockton
A28,37.005782,-121.568275,Gilroy
A89,37.968812,-121.668008,Knightsen
A5,38.130197,-121.272447,Lodi
A75,39.017396,-122.057748,Arbuckle
A49,38.440467,-122.714431,Santa Rosa
A57,38.440467,-122.714431,Santa Rosa
A71,32.811161,-115.380264,Holtville
A68,38.440467,-122.714431,Santa Rosa
A65,39.409608,-123.355566,Willits
A16,35.098865,-120.612393,Oceano
A27,38.440467,-122.714431,Santa Rosa
A80,40.563763,-122.238892,Palo Cedro
A34,36.471865,-6.196595,San Fernando
A61,35.373292,-119.018712,Bakersfield
A76,33.743076,-117.109197,Homeland
A2,38.752124,-121.288006,Roseville
A74,35.098865,-120.612393,Oceano
A30,33.663357,-116.310009,La Quinta
A6,38.805462,-123.017223,Cloverdale
A37,37.941325,-122.484704,San Quentin
A88,33.663357,-116.310009,La Quinta
A2,36.471865,-6.196595,San Fernando
A71,36.471865,-6.196595,San Fernando
A70,32.715329,-117.157255,San Diego
A29,37.441883,-122.143019,Palo Alto
A80,38.440467,-122.714431,Santa Rosa
A44,33.683947,-117.794694,Irvine
A100,37.962146,-122.345526,San Pablo
A59,38.297538,-122.286865,Napa
A9,34.019454,-118.491191,Santa Monica
A20,37.968812,-121.668008,Knightsen
A19,39.230151,-121.136075,Rough and Ready
A43,38.716687,-121.364422,Antelope
A57,40.58654,-122.391675,Redding
A44,39.409608,-123.355566,Willits
A95,34.500831,-117.185876,Apple Valley
A45,33.846404,-118.046731,La Palma
A76,38.019366,-122.134132,Martinez
A33,34.500831,-117.185876,Apple Valley
A77,38.40765,-122.947713,Occidental
A21,39.017396,-122.057748,Arbuckle
A24,38.693723,-119.779683,Markleeville
A38,38.440467,-122.714431,Santa Rosa
A63,39.409608,-123.355566,Willits
A30,40.563763,-122.238892,Palo Cedro
A26,38.161861,-121.611621,Isleton
A68,38.440467,-122.714431,Santa Rosa
A90,38.130197,-121.272447,Lodi
A27,36.977173,-121.899402,Aptos
A45,39.409608,-123.355566,Willits
A8,39.145725,-121.591355,Marysville
A39,39.017396,-122.057748,Arbuckle
A55,37.639097,-120.996878,Modesto
A100,37.962146,-122.345526,San Pablo
A22,37.957702,-121.29078,Stockton
A37,34.500831,-117.185876,Apple Valley
A64,34.500831,-117.185876,Apple Valley
A79,34.354166,-119.059271,Santa Paula
A50,36.746842,-119.772587,Fresno
A93,39.017396,-122.057748,Arbuckle
A37,37.941325,-122.484704,San Quentin
A9,34.579434,-118.116461,Palmdale
A11,40.563763,-122.238892,Palo Cedro
A13,37.957702,-121.29078,Stockton
A46,39.230151,-121.136075,Rough and Ready
A56,34.435829,-119.827639,Goleta
A10,37.941325,-122.484704,San Quentin
A8,34.136119,-117.865339,Glendora
A54,37.484938,-119.966284,Mariposa
A65,33.663357,-116.310009,La Quinta
A24,34.106676,-117.806726,San Dimas
A80,40.58654,-122.391675,Redding
A17,39.409608,-123.355566,Willits
A38,36.977173,-121.899402,Aptos
A63,39.409608,-123.355566,Willits
A40,33.683947,-117.794694,Irvine
A100,37.77493,-122.419416,San Francisco
A59,34.579434,-118.116461,Palmdale
A72,38.440467,-122.714431,Santa Rosa
A30,40.563763,-122.238892,Palo Cedro
A75,38.805462,-123.017223,Cloverdale
A94,32.811161,-115.380264,Holtville
A4,39.145725,-121.591355,Marysville
A17,38.130197,-121.272447,Lodi
A90,32.61768,-116.187424,Jacumba
A29,37.441883,-122.143019,Palo Alto
A96,38.440467,-122.714431,Santa Rosa
A53,40.58654,-122.391675,Redding
A23,36.977173,-121.899402,Aptos
A47,34.106676,-117.806726,San Dimas
A76,39.150171,-123.207783,Ukiah
A68,34.354166,-119.059271,Santa Paula
A6,40.761243,-123.994778,Kneeland
A83,37.441883,-122.143019,Palo Alto
A18,38.440467,-122.714431,Santa Rosa
A74,38.693723,-119.779683,Markleeville
A37,37.957702,-121.29078,Stockton
A82,38.130197,-121.272447,Lodi
A62,34.953034,-120.435719,Santa Maria
A45,38.440467,-122.714431,Santa Rosa
A53,38.019366,-122.134132,Martinez
A37,40.761243,-123.994778,Kneeland
A51,34.106676,-117.806726,San Dimas
A66,37.968812,-121.668008,Knightsen
A57,38.440467,-122.714431,Santa Rosa
A88,36.977173,-121.899402,Aptos
A85,34.953034,-120.435719,Santa Maria
A18,38.440467,-122.714431,Santa Rosa
A40,33.683947,-117.794694,Irvine
A14,34.020011,-117.949508,La Puente
A4,38.440467,-122.714431,Santa Rosa
A30,34.44805,-119.242889,Ojai
A52,32.811161,-115.380264,Holtville
A11,38.440467,-122.714431,Santa Rosa
A68,34.354166,-119.059271,Santa Paula
A58,39.145725,-121.591355,Marysville
A90,34.019454,-118.491191,Santa Monica
A43,39.017396,-122.057748,Arbuckle
A37,37.441883,-122.143019,Palo Alto
A66,34.106676,-117.806726,San Dimas
A4,39.409608,-123.355566,Willits
A43,36.977173,-121.899402,Aptos
A42,32.715329,-117.157255,San Diego
A28,38.716687,-121.364422,Antelope
A63,38.440467,-122.714431,Santa Rosa
A22,33.743076,-117.109197,Homeland
A45,34.44805,-119.242889,Ojai
A19,36.977173,-121.899402,Aptos
A64,37.441883,-122.143019,Palo Alto
A49,38.440467,-122.714431,Santa Rosa
A53,38.161861,-121.611621,Isleton
A58,38.440467,-122.714431,Santa Rosa
A31,39.409608,-123.355566,Willits
A46,35.373292,-119.018712,Bakersfield
A26,39.409608,-123.355566,Willits
A1,32.715329,-117.157255,San Diego
A30,38.019366,-122.134132,Martinez
A5,41.526509,-124.038407,Klamath
A36,39.409608,-123.355566,Willits
A79,33.19587,-117.379483,Oceanside
A92,38.440467,-122.714431,Santa Rosa
A39,39.017396,-122.057748,Arbuckle
A44,33.683947,-117.794694,Irvine
A9,32.715329,-117.157255,San Diego
A52,34.435829,-119.827639,Goleta
A18,40.58654,-122.391675,Redding
A54,35.373292,-119.018712,Bakersfield
A28,38.130197,-121.272447,Lodi
A72,33.846404,-118.046731,La Palma
A63,37.957702,-121.29078,Stockton
A84,38.440467,-122.714431,Santa Rosa
A33,34.500831,-117.185876,Apple Valley
A36,39.409608,-123.355566,Willits
A11,38.440467,-122.714431,Santa Rosa
A91,38.161861,-121.611621,Isleton
A63,33.846404,-118.046731,La Palma
A95,38.161861,-121.611621,Isleton
A57,39.409608,-123.355566,Willits
A18,37.941325,-122.484704,San Quentin
A58,39.145725,-121.591355,Marysville
A77,38.440467,-122.714431,Santa Rosa
A1,39.017396,-122.057748,Arbuckle
A73,32.715329,-117.157255,San Diego
A9,34.019454,-118.491191,Santa Monica
A35,38.440467,-122.714431,Santa Rosa
A38,38.440467,-122.714431,Santa Rosa
A31,34.136119,-117.865339,Glendora
A60,37.941325,-122.484704,San Quentin
A56,37.957702,-121.29078,Stockton
A17,37.957702,-121.29078,Stockton
A67,38.752124,-121.288006,Roseville
A35,39.017396,-122.057748,Arbuckle
A16,38.716687,-121.364422,Antelope
A100,39.145725,-121.591355,Marysville
A60,40.761243,-123.994778,Kneeland
A97,38.693723,-119.779683,Markleeville
A25,38.440467,-122.714431,Santa Rosa
A48,38.752124,-121.288006,Roseville
A46,38.40765,-122.947713,Occidental
A17,39.409608,-123.355566,Willits
A91,37.957702,-121.29078,Stockton
A30,38.440467,-122.714431,Santa Rosa
A76,34.44805,-119.242889,Ojai
A26,34.44805,-119.242889,Ojai
A50,32.715329,-117.157255,San Diego
A73,34.500831,-117.185876,Apple Valley
A58,38.440467,-122.714431,Santa Rosa
A62,37.962146,-122.345526,San Pablo
A14,39.409608,-123.355566,Willits
A44,37.957702,-121.29078,Stockton
A79,37.441883,-122.143019,Palo Alto
A97,39.017396,-122.057748,Arbuckle
A50,34.136119,-117.865339,Glendora
A5,38.693723,-119.779683,Markleeville
A40,33.846404,-118.046731,La Palma
A31,38.716687,-121.364422,Antelope
A71,39.017396,-122.057748,Arbuckle
A24,38.297538,-122.286865,Napa
A51,37.005782,-121.568275,Gilroy
A37,37.941325,-122.484704,San Quentin
A51,38.297538,-122.286865,Napa
A7,40.563763,-122.238892,Palo Cedro
A30,39.409608,-123.355566,Willits
A15,38.440467,-122.714431,Santa Rosa
A100,37.77493,-122.419416,San Francisco
A70,38.693723,-119.779683,Markleeville
A87,37.957702,-121.29078,Stockton
A75,33.683947,-117.794694,Irvine
A23,38.40765,-122.947713,Occidental
A98,37.941325,-122.484704,San Quentin
A47,38.716687,-121.364422,Antelope
A78,37.639097,-120.996878,Modesto
A50,38.440467,-122.714431,Santa Rosa
A25,37.957702,-121.29078,Stockton
A96,37.962146,-122.345526,San Pablo
A74,38.716687,-121.364422,Antelope
A29,34.106676,-117.806726,San Dimas
A80,34.500831,-117.185876,Apple Valley
A5,38.130197,-121.272447,Lodi
A57,40.563763,-122.238892,Palo Cedro
A53,39.409608,-123.355566,Willits
A60,32.61768,-116.187424,Jacumba
A50,39.145725,-121.591355,Marysville
A5,35.098865,-120.612393,Oceano
A21,39.017396,-122.057748,Arbuckle
A87,37.941325,-122.484704,San Quentin
A42,33.663357,-116.310009,La Quinta
A20,39.017396,-122.057748,Arbuckle
A69,39.145725,-121.591355,Marysville
A2,38.805462,-123.017223,Cloverdale
A16,39.017396,-122.057748,Arbuckle
A71,38.716687,-121.364422,Antelope
A42,36.977173,-121.899402,Aptos
A83,38.805462,-123.017223,Cloverdale
A72,38.440467,-122.714431,Santa Rosa
A89,39.409608,-123.355566,Willits
A99,38.440467,-122.714431,Santa Rosa
A27,36.977173,-121.899402,Aptos
A91,38.440467,-122.714431,Santa Rosa
A63,39.409608,-123.355566,Willits
A97,38.693723,-119.779683,Markleeville
A45,38.161861,-121.611621,Isleton
A28,37.639097,-120.996878,Modesto
A82,33.683947,-117.794694,Irvine
A55,38.716687,-121.364422,Antelope
A54,38.440467,-122.714431,Santa Rosa
A14,38.161861,-121.611621,Isleton
A32,37.639097,-120.996878,Modesto
A34,40.58654,-122.391675,Redding
A98,32.61768,-116.187424,Jacumba
A59,37.639097,-120.996878,Modesto
A8,39.409608,-123.355566,Willits
A88,35.373292,-119.018712,Bakersfield
A88,39.409608,-123.355566,Willits
A100,37.962146,-122.345526,San Pablo
A80,38.440467,-122.714431,Santa Rosa
A12,37.968812,-121.668008,Knightsen
A65,36.977173,-121.899402,Aptos
A85,38.716687,-121.364422,Antelope
A88,38.440467,-122.714431,Santa Rosa
A30,39.150171,-123.207783,Ukiah
A51,38.440467,-122.714431,Santa Rosa
A18,34.44805,-119.242889,Ojai
A82,34.579434,-118.116461,Palmdale
A25,37.441883,-122.143019,Palo Alto
A21,32.811161,-115.380264,Holtville
A6,34.435829,-119.827639,Goleta
A37,34.020011,-117.949508,La Puente
A84,38.019366,-122.134132,Martinez
A11,39.409608,-123.355566,Willits
A16,37.968812,-121.668008,Knightsen
A85,39.409608,-123.355566,Willits
A73,34.500831,-117.185876,Apple Valley
A55,34.579434,-118.116461,Palmdale
A36,34.019454,-118.491191,Santa Monica
A85,37.77493,-122.419416,San Francisco
A28,35.098865,-120.612393,Oceano
A86,33.683947,-117.794694,Irvine
A12,38.440467,-122.714431,Santa Rosa
A86,34.579434,-118.116461,Palmdale
A67,39.409608,-123.355566,Willits
A83,37.957702,-121.29078,Stockton
A53,36.471865,-6.196595,San Fernando
A85,38.440467,-122.714431,Santa Rosa
A19,37.962146,-122.345526,San Pablo
A26,38.161861,-121.611621,Isleton
A73,38.440467,-122.714431,Santa Rosa
A77,37.77493,-122.419416,San Francisco
A67,32.61768,-116.187424,Jacumba
A5,34.579434,-118.116461,Palmdale
A85,37.968812,-121.668008,Knightsen
A90,38.716687,-121.364422,Antelope
A13,39.409608,-123.355566,Willits
A40,32.811161,-115.380264,Holtville
A73,36.977173,-121.899402,Aptos
A99,34.44805,-119.242889,Ojai
A4,34.953034,-120.435719,Santa Maria
A60,37.957702,-121.29078,Stockton
A5,32.715329,-117.157255,San Diego
A12,39.409608,-123.355566,Willits
A93,38.716687,-121.364422,Antelope
A56,34.020011,-117.949508,La Puente
A65,33.663357,-116.310009,La Quinta
A61,33.663357,-116.310009,La Quinta
A94,39.017396,-122.057748,Arbuckle
A58,37.77493,-122.419416,San Francisco
A33,34.020011,-117.949508,La Puente
A20,39.017396,-122.057748,Arbuckle
A100,35.373292,-119.018712,Bakersfield
A33,34.106676,-117.806726,San Dimas
A46,36.977173,-121.899402,Aptos
A89,38.440467,-122.714431,Santa Rosa
A35,37.962146,-122.345526,San Pablo
A72,38.161861,-121.611621,Isleton
A14,38.440467,-122.714431,Santa Rosa
A26,36.471865,-6.196595,San Fernando
A1,32.715329,-117.157255,San Diego
A73,39.230151,-121.136075,Rough and Ready
A38,39.409608,-123.355566,Willits
A95,38.440467,-122.714431,Santa Rosa
A94,39.409608,-123.355566,Willits
A56,34.354166,-119.059271,Santa Paula
A37,33.743076,-117.109197,Homeland
A15,40.563763,-122.238892,Palo Cedro
A94,38.130197,-121.272447,Lodi
A17,41.526509,-124.038407,Klamath
A3,36.471865,-6.196595,San Fernando
A88,34.500831,-117.185876,Apple Valley
A64,37.941325,-122.484704,San Quentin
A98,33.19587,-117.379483,Oceanside
A32,37.957702,-121.29078,Stockton
A32,34.579434,-118.116461,Palmdale
A69,39.230151,-121.136075,Rough and Ready
A3,36.471865,-6.196595,San Fernando
A54,34.136119,-117.865339,Glendora
A92,35.373292,-119.018712,Bakersfield
A62,38.440467,-122.714431,Santa Rosa
A55,38.716687,-121.364422,Antelope
A81,39.145725,-121.591355,Marysville
A65,33.663357,-116.310009,La Quinta
A40,38.440467,-122.714431,Santa Rosa
A70,35.098865,-120.612393,Oceano
A64,34.020011,-117.949508,La Puente
A52,33.683947,-117.794694,Irvine
A63,32.61768,-116.187424,Jacumba
A20,37.005782,-121.568275,Gilroy
A51,37.005782,-121.568275,Gilroy
A78,34.579434,-118.116461,Palmdale
A73,37.484938,-119.966284,Mariposa
A15,40.563763,-122.238892,Palo Cedro
A22,38.019366,-122.134132,Martinez
A48,38.440467,-122.714431,Santa Rosa
A34,39.409608,-123.355566,Willits
A38,38.799703,-121.720574,Knights Landing
A36,37.957702,-121.29078,Stockton
A59,34.579434,-118.116461,Palmdale
A46,39.409608,-123.355566,Willits
A74,37.639097,-120.996878,Modesto
A47,37.639097,-120.996878,Modesto
A55,37.639097,-120.996878,Modesto
A33,34.020011,-117.949508,La Puente
A94,39.017396,-122.057748,Arbuckle
A90,38.716687,-121.364422,Antelope
A81,37.484938,-119.966284,Mariposa
A83,32.61768,-116.187424,Jacumba
A47,38.716687,-121.364422,Antelope
A73,39.145725,-121.591355,Marysville
A95,39.150171,-123.207783,Ukiah
A97,37.639097,-120.996878,Modesto
A30,38.440467,-122.714431,Santa Rosa
A66,38.440467,-122.714431,Santa Rosa
A15,38.440467,-122.714431,Santa Rosa
A57,39.409608,-123.355566,Willits
A64,40.761243,-123.994778,Kneeland
A41,38.440467,-122.714431,Santa Rosa
A54,39.409608,-123.355566,Willits
A93,36.852455,-121.401602,Hollister
A75,37.441883,-122.143019,Palo Alto
A94,38.130197,-121.272447,Lodi
A15,34.500831,-117.185876,Apple Valley
A88,40.563763,-122.238892,Palo Cedro
A79,38.36408,-122.524149,Glen Ellen
A79,34.435829,-119.827639,Goleta
A44,38.752124,-121.288006,Roseville
A100,39.230151,-121.136075,Rough and Ready
A30,38.440467,-122.714431,Santa Rosa
A50,36.977173,-121.899402,Aptos
A69,36.977173,-121.899402,Aptos
A27,34.136119,-117.865339,Glendora
A87,38.161861,-121.611621,Isleton
A96,38.440467,-122.714431,Santa Rosa
A4,37.962146,-122.345526,San Pablo
A83,37.941325,-122.484704,San Quentin
A65,38.440467,-122.714431,Santa Rosa
A59,32.61768,-116.187424,Jacumba
A80,40.563763,-122.238892,Palo Cedro
A5,38.716687,-121.364422,Antelope
A56,37.441883,-122.143019,Palo Alto
A37,37.441883,-122.143019,Palo Alto
A33,38.440467,-122.714431,Santa Rosa
A7,40.58654,-122.391675,Redding
A54,38.440467,-122.714431,Santa Rosa
A5,34.579434,-118.116461,Palmdale
A38,34.500831,-117.185876,Apple Valley
A17,38.440467,-122.714431,Santa Rosa
A67,39.017396,-122.057748,Arbuckle
A16,37.962146,-122.345526,San Pablo
A81,39.409608,-123.355566,Willits
A50,38.440467,-122.714431,Santa Rosa
A38,34.500831,-117.185876,Apple Valley
A9,33.846404,-118.046731,La Palma
A25,34.435829,-119.827639,Goleta
A75,32.811161,-115.380264,Holtville
A72,38.161861,-121.611621,Isleton
A53,38.019366,-122.134132,Martinez
A64,34.500831,-117.185876,Apple Valley
A77,37.484938,-119.966284,Mariposa
A75,33.19587,-117.379483,Oceanside
A100,36.746842,-119.772587,Fresno
A55,38.440467,-122.714431,Santa Rosa
A48,36.471865,-6.196595,San Fernando
A40,38.130197,-121.272447,Lodi
A97,38.440467,-122.714431,Santa Rosa
A6,37.441883,-122.143019,Palo Alto
A7,34.500831,-117.185876,Apple Valley
A15,38.799703,-121.720574,Knights Landing
A6,37.941325,-122.484704,San Quentin
A46,37.484938,-119.966284,Mariposa
A54,39.145725,-121.591355,Marysville
A92,36.977173,-121.899402,Aptos
A40,33.683947,-117.794694,Irvine
A31,39.409608,-123.355566,Willits
A10,37.941325,-122.484704,San Quentin
A96,34.500831,-117.185876,Apple Valley
A65,39.409608,-123.355566,Willits
A99,33.846404,-118.046731,La Palma
A88,36.471865,-6.196595,San Fernando
A41,34.500831,-117.185876,Apple Valley
A46,38.40765,-122.947713,Occidental
A48,33.19587,-117.379483,Oceanside
A17,32.61768,-116.187424,Jacumba
A39,37.968812,-121.668008,Knightsen
A2,38.805462,-123.017223,Cloverdale
A48,37.957702,-121.29078,Stockton
A58,38.440467,-122.714431,Santa Rosa
A42,34.500831,-117.185876,Apple Valley
A62,37.962146,-122.345526,San Pablo
A95,33.743076,-117.109197,Homeland
A17,39.409608,-123.355566,Willits
A27,37.962146,-122.345526,San Pablo
A18,34.500831,-117.185876,Apple Valley
A62,34.953034,-120.435719,Santa Maria
A37,34.354166,-119.059271,Santa Paula
A64,37.957702,-121.29078,Stockton
A51,34.579434,-118.116461,Palmdale
A41,33.743076,-117.109197,Homeland
A61,33.663357,-116.310009,La Quinta
A31,37.962146,-122.345526,San Pablo
A52,32.61768,-116.187424,Jacumba
A87,34.106676,-117.806726,San Dimas
A97,38.130197,-121.272447,Lodi
A74,36.977173,-121.899402,Aptos
A98,32.61768,-116.187424,Jacumba
A24,36.852455,-121.401602,Hollister
A58,34.953034,-120.435719,Santa Maria
A48,33.19587,-117.379483,Oceanside
A15,34.500831,-117.185876,Apple Valley
A24,38.716687,-121.364422,Antelope
A55,34.019454,-118.491191,Santa Monica
A19,38.440467,-122.714431,Santa Rosa
A77,38.440467,-122.714431,Santa Rosa
A76,38.019366,-122.134132,Martinez
A23,39.409608,-123.355566,Willits
A87,39.409608,-123.355566,Willits
A8,39.409608,-123.355566,Willits
A50,36.746842,-119.772587,Fresno
A20,39.017396,-122.057748,Arbuckle
A5,37.639097,-120.996878,Modesto
A68,39.150171,-123.207783,Ukiah
A23,38.40765,-122.947713,Occidental
A36,38.440467,-122.714431,Santa Rosa
A82,37.639097,-120.996878,Modesto
A47,37.005782,-121.568275,Gilroy
A95,38.161861,-121.611621,Isleton
A46,36.977173,-121.899402,Aptos
A55,38.693723,-119.779683,Markleeville
A10,34.435829,-119.827639,Goleta
A17,38.752124,-121.288006,Roseville
A94,39.409608,-123.355566,Willits
A82,32.715329,-117.157255,San Diego
A30,36.471865,-6.196595,San Fernando
A76,38.440467,-122.714431,Santa Rosa
A86,38.130197,-121.272447,Lodi
A82,38.716687,-121.364422,Antelope
A89,36.977173,-121.899402,Aptos
A49,40.58654,-122.391675,Redding
A53,33.663357,-116.310009,La Quinta
A5,34.579434,-118.116461,Palmdale
A98,37.957702,-121.29078,Stockton
A45,34.500831,-117.185876,Apple Valley
A3,38.440467,-122.714431,Santa Rosa
A55,34.019454,-118.491191,Santa Monica
A61,38.799703,-121.720574,Knights Landing
A33,38.36408,-122.524149,Glen Ellen
A14,39.409608,-123.355566,Willits
A89,34.953034,-120.435719,Santa Maria
A64,38.440467,-122.714431,Santa Rosa
A76,36.471865,-6.196595,San Fernando
A34,36.977173,-121.899402,Aptos
A15,40.563763,-122.238892,Palo Cedro
A53,40.58654,-122.391675,Redding
A53,38.019366,-122.134132,Martinez
A9,33.683947,-117.794694,Irvine
A68,38.161861,-121.611621,Isleton
A75,33.683947,-117.794694,Irvine
A50,38.440467,-122.714431,Santa Rosa
A63,32.61768,-116.187424,Jacumba
A33,32.61768,-116.187424,Jacumba
A56,38.805462,-123.017223,Cloverdale
A52,33.683947,-117.794694,Irvine
A61,33.663357,-116.310009,La Quinta
A2,36.471865,-6.196595,San Fernando
A43,36.977173,-121.899402,Aptos
A54,39.230151,-121.136075,Rough and Ready
A90,39.017396,-122.057748,Arbuckle
A63,38.440467,-122.714431,Santa Rosa
A56,37.957702,-121.29078,Stockton
A55,38.130197,-121.272447,Lodi
A47,38.440467,-122.714431,Santa Rosa
A26,38.440467,-122.714431,Santa Rosa
A41,38.440467,-122.714431,Santa Rosa
A56,38.36408,-122.524149,Glen Ellen
A47,37.639097,-120.996878,Modesto
A44,37.957702,-121.29078,Stockton
A70,39.017396,-122.057748,Arbuckle
A37,39.409608,-123.355566,Willits
A71,33.683947,-117.794694,Irvine
A11,36.977173,-121.899402,Aptos
A94,38.716687,-121.364422,Antelope
A82,38.716687,-121.364422,Antelope
A81,38.440467,-122.714431,Santa Rosa
A56,34.435829,-119.827639,Goleta
A5,41.526509,-124.038407,Klamath
A83,37.941325,-122.484704,San Quentin
A86,41.526509,-124.038407,Klamath
A38,39.409608,-123.355566,Willits
A60,39.409608,-123.355566,Willits
A72,33.743076,-117.109197,Homeland
A83,34.020011,-117.949508,La Puente
A22,38.161861,-121.611621,Isleton
A9,37.957702,-121.29078,Stockton
A10,40.761243,-123.994778,Kneeland
A12,39.409608,-123.355566,Willits
A92,36.977173,-121.899402,Aptos
A22,38.440467,-122.714431,Santa Rosa
A20,38.716687,-121.364422,Antelope
A2,38.752124,-121.288006,Roseville
A51,37.639097,-120.996878,Modesto
A83,34.106676,-117.806726,San Dimas
A76,36.471865,-6.196595,San Fernando
A50,38.440467,-122.714431,Santa Rosa
A32,37.639097,-120.996878,Modesto
A20,34.106676,-117.806726,San Dimas
A36,34.579434,-118.116461,Palmdale
A73,35.373292,-119.018712,Bakersfield
A92,38.440467,-122.714431,Santa Rosa
A82,34.019454,-118.491191,Santa Monica
A63,34.579434,-118.116461,Palmdale
A35,38.716687,-121.364422,Antelope
A23,35.373292,-119.018712,Bakersfield
A4,38.440467,-122.714431,Santa Rosa
A73,36.746842,-119.772587,Fresno
A76,38.161861,-121.611621,Isleton
A14,37.957702,-121.29078,Stockton
A73,35.373292,-119.018712,Bakersfield
A21,32.61768,-116.187424,Jacumba
A56,34.020011,-117.949508,La Puente
A61,36.977173,-121.899402,Aptos
A22,33.846404,-118.046731,La Palma
A68,37.941325,-122.484704,San Quentin
A8,34.953034,-120.435719,Santa Maria
A98,38.805462,-123.017223,Cloverdale
A45,38.440467,-122.714431,Santa Rosa
A90,33.19587,-117.379483,Oceanside
A96,38.440467,-122.714431,Santa Rosa
A2,38.440467,-122.714431,Santa Rosa
A66,38.716687,-121.364422,Antelope
A83,37.441883,-122.143019,Palo Alto
A17,38.752124,-121.288006,Roseville
A2,37.441883,-122.143019,Palo Alto
A63,38.130197,-121.272447,Lodi
A53,40.58654,-122.391675,Redding
A19,39.409608,-123.355566,Willits
A34,39.409608,-123.355566,Willits
A99,38.440467,-122.714431,Santa Rosa
A19,34.136119,-117.865339,Glendora
A40,33.683947,-117.794694,Irvine
A64,39.409608,-123.355566,Willits
A1,34.579434,-118.116461,Palmdale
